Artist Reputation,Height,Width,Weight,Price Of Sculpture,Base Shipping Price,Day,Material_Brass,Material_Bronze,Material_Clay,Material_Marble,Material_Stone,Material_Unknown,Material_Wood,International_Yes,Express Shipment_Yes,Installation Included_Yes,Transport_Roadways,Transport_Unknown,Transport_Waterways,Fragile_Yes,Customer Information_Working Class,Remote Location_Unknown,Remote Location_Yes,Cost
0.17,21,12,18618,6.22,83.74,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,522.05
0.01,9,4,41,4.19,16.75,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,105.16
0.34,20,10,436,6.15,11.03,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,206.23
0.3,38,18,342,5.11,11.03,-4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,151.39
0.74,6,4,767,4.22,15.02,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,283.46
0.17,46,20,9448,16.07,58.97,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,475.33
0.07,38,16,2272743,3316,97.84,4,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,8874.89
0.01,7,5,452,3.86,21.71,-3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,164.36
0.12,17,11,278914,273.44,35.42,4,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1158.62
0.09,5,5,1960,3.04,20.47,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,196.32
0,17,6,553,4.5,11.71,-3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,282.01
0.72,13,7,4192,10.37,14.85,-4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,292.58
0.99,10,0,11267,40.86,36.96,-4,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1645.73
0,25,14,335,5.27,10.47,-1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,371.38
0.46,15,7,223,6.63,11.24,-4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,190.53
0.28,20,12,155174,513.98,39.56,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2971.46
0,11,8,39491,190.38,45.83,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,720.74
0.53,23,8,0,1284.89,59.96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3982.1
0.56,10,0,583,4.72,23.79,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,266.23
0.34,36,26,0,505.5,83.01,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5006.29
0.46,10,5,6379,39.01,98.02,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,862.62
0.3,21,0,0,1637.85,58.43,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2894.27
0.4,41,19,1740453,3375.01,85.05,3,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,24091.25
0.13,3,2,36,6.87,21.96,-4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,146.67
0.7,39,8,22702,44.45,77.44,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2591.52
0.03,23,13,36927,132.17,63.39,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,593.03
0.66,16,7,61395,107.4,78.03,-3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1698.85
0.94,23,11,10751,32.18,38.54,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1813.35
0.49,26,12,7944,20.62,26.88,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,522.95
0.28,19,0,1109,5.77,12.18,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,186.57
0.58,6,4,97,4.49,22.15,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,252.36
0.65,29,13,4841,16.97,10.92,-1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,378.67
0.56,10,4,121,5.16,13.65,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,232.55
0,27,17,2398705,9569.99,73.87,-4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,153038.56
0.13,16,8,233,5.05,14.46,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,131.06
0,7,4,0,3.05,19.72,-2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,147.68
0.72,12,6,667,5.33,12.1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,304.66
0.59,13,7,970,4.3,17.93,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,285.09
0.18,4,4,71,4.35,21.01,-4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,132.69
0.96,31,14,1151070,5857.7,51.9,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,324855.44
0.42,11,8,220,4.91,19.21,3,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,273.59
0.77,57,29,442352,2038.85,80.73,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,16814.31
0.48,26,0,483831,845.78,76.18,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,13123.01
0.33,14,8,4022,8.1,16.17,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,312.78
0.44,27,8,295315,1506.87,98.72,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2906.31
0.57,19,7,1479,3.03,23.21,-2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,394.79
0.21,29,12,2311,5.64,17.94,2,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,337.95
0.48,26,10,815778,1060.53,58.91,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10735.89
0.45,32,12,795998,1059.02,64.76,-4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,6927.17
0.52,30,12,1380484,7430.37,46.11,-4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,153910.8
0.4,51,8,768,4.96,13.94,-1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,230.67
0,15,6,493,4.07,10.07,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,129.49
0,17,9,0,4.49,16.51,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,130.89
0,0,21,25254560,231660.46,91.48,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3324867.29
0.5,26,7,818,4.25,13.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,215.83
0.33,4,4,570,5.61,12.05,3,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,221.92
0.12,42,12,8154,5.95,94.67,-2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,525.4
0.36,7,4,327,5.49,22.23,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,204.34
0.5,19,6,83,5.85,12.13,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,167.72
0.54,34,0,1756625,2450.68,41.82,-3,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,7197.8
0.73,13,8,122,4.65,16.39,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,291.21
0,0,6,2003,8.62,11.78,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,173.69
0.1,31,0,25879,13.75,62.56,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,629.73
0.48,10,4,396,6.78,14.43,-1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,257.52
0.41,9,4,369,5.41,13.01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,183.77
0.63,8,4,476,6.86,13.76,-4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,302.74
0.56,0,6,0,6.08,18.26,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,416.2
0,0,8,2723,30.6,10.82,-2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,618.46
0.02,60,20,55775,154.47,94.62,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,646.32
0.63,7,5,0,3.9,23.57,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,261.72
0.13,3,2,166,6.44,18.15,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,222.38
0.66,6,5,141,5.45,19.73,-4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,265.14
0.34,9,0,6696,11.49,59.08,-3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,407.08
0.29,20,10,380,5.55,18.32,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,168.54
0.73,30,7,255,3.81,19.43,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,483.53
0.21,16,8,150,5.6,12.56,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,113.03
0,18,8,4126,16.96,19.22,-1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,240.56
0.76,40,0,0,94.81,75,-4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,10906.6
0.25,12,6,149,5.87,13.55,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,142.12
0.13,18,11,6955,13.19,35.13,-1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,295.81
0.97,16,8,179449,980.25,84.97,4,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,359145.16
0.64,21,9,482125,3920,75.2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,21386.12
0.13,30,8,655,4.72,22.93,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,184.26
0.15,30,12,0,46.87,48.72,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,491.96
0.89,47,18,124428,363.93,78.83,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8033.91
0.08,24,6,2674,4.89,10.68,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,186.06
0.66,17,6,157,5.97,20.92,-2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,350.91
0.7,26,19,683,5.98,10.72,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,407.44
0.72,27,16,1110009,4130.71,88.12,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,41469.06
0.47,32,18,57618,183.59,74.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1508.98
0,13,8,227,3.86,14.43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,233.01
0.48,5,3,61,6.17,18.72,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,208.01
0.47,0,0,16,4.72,18.75,4,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,249.59
0.33,25,8,1726,5.38,20.76,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,244.03
0.71,40,25,19453774,88827.64,87.93,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4992890.84
0.2,37,14,36327,29.98,28.63,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,633.94
0,33,12,35914,97.71,87.64,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6752.77
0.23,40,30,10431,14.38,35.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,389.64
0.74,20,7,5480,38.68,76.74,-4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1358.62
0.72,0,8,166745,830.91,74.89,-1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,54012.03
0.91,36,17,51970,140.45,48.71,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2557.95
0.73,11,7,1722,15.77,15.63,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,382.54
0.43,11,7,80,3.63,16.24,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,159.16
0,39,14,50723,169.06,98.77,-4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2246.72
0,24,9,318,4.42,12.01,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,100.48
0.78,12,8,0,135.52,27.94,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,853.66
0.04,47,12,5451882,2795.57,94.17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3943.65
0.26,37,13,4462,10.71,12.95,-4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,187.57
0.38,58,0,427,5.57,10.66,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,204.55
0.11,10,0,54,4.15,12.77,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,119.3
0.16,14,8,451,5.1,13.99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,134.1
0.58,36,17,5177308,9953.56,82.25,-2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,309880.72
0.17,42,24,50787,70.72,44.84,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,887.41
0.23,17,7,179,4.73,20.3,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,193.35
0.18,15,6,3347,15.71,19.33,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,177.86
0.77,37,8,30180,66.45,99.91,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5319.86
0.54,28,0,666,4.11,24.26,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,334.75
0.94,30,15,2218,5.13,15.54,-4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1170.02
0.22,45,18,100296,210.22,27.15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,618.65
0.43,39,11,3016,10.75,23.53,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,411.23
0.7,31,18,3148,8.48,12.46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1065.58
0,41,0,850,7,14.42,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,826.5
0.55,4,4,671,3.67,18.17,-1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,260.69
0.28,30,10,1007887,2528.55,99.26,-4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,9718.72
0.54,13,8,52,3.92,20.08,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,262.35
0.06,10,0,11888,10.7,40.28,-4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,261.17
0.82,13,7,91176,355.53,79.91,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,3207.07
0.62,39,0,3869,15.04,16.6,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,580.3
0.48,15,6,3357,10.93,10.91,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,304.44
0,16,8,0,414.44,59.43,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2936.83
0.47,28,16,27680,57.93,65.31,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1430.76
0.69,14,6,509,5.37,13.91,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,298.54
0.78,22,6,82,5.93,14.77,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,483.25
0,15,6,620,6.88,16.88,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,287.04
0.86,29,8,6441,12.85,60.56,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2065.68
0,12,7,63792,85.11,77.62,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,6461.59
0.72,22,7,98104,221.18,82.11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2362.95
0,0,9,1378586,2357.92,95.02,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,12152.76
0.3,19,12,202903,512.35,79.91,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3107.71
0.29,37,15,3513025,14165.14,71.59,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,20762.63
0.48,45,20,135200,816.98,44.18,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13015.79
0.09,4,4,73,6.35,23.54,-2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,150.57
0.22,41,20,20583,72.98,75.09,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1338.77
0.4,9,5,519,6.95,24.06,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,254.05
0.02,15,6,1154,4.51,23.85,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,183.08
0.91,4,3,129,3.02,18.3,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,257.13
0.63,20,9,4137,5.31,21.93,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,412.21
0.34,35,18,55795,83.11,33.83,-2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1612.82
0.7,19,12,371,3.33,11.3,-3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,251.14
0,25,12,768367,1659.4,80.01,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5800.68
0.52,56,27,271922,845.57,89.24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,15845.68
0.68,18,7,291,6.77,24.08,-4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,481.92
0,25,0,5385,5.43,93.05,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1789.98
0.86,6,4,340,4.87,24.72,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,313.62
0.5,27,7,1851,3.75,23.98,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345.19
0.63,31,22,8691641,38784.21,67.18,-4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,132430.24
0.39,40,19,77407,357.08,75.09,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1622.67
0.45,45,0,12025261,14173.11,69.99,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,29974.76
0.7,43,20,17182,71.96,25.39,-4,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,3526.56
0.46,14,6,74438,416.35,53.53,4,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,3482.42
0.06,18,10,1071,6.55,12.76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121.74
0.37,55,24,1018,3.76,17.46,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,221.47
0.52,13,0,1792,13.15,11.41,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,218.87
0.88,20,0,154,6.5,14.25,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,568.76
0.31,11,0,1338,5.54,11.16,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,187.94
0.36,31,18,44303,21.21,96.06,-3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1569.23
0,9,4,333,5.16,12.85,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,418.69
0.88,17,8,221082,416.17,27.32,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5520.39
0.68,18,7,65283,284.13,95.27,-1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2044.97
0.73,14,7,80676,498.81,99.64,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4542.53
0.65,6,5,0,5.31,18.3,-3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,251.84
0.5,10,4,745,4.94,22.03,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,267.12
0.74,0,5,11122,52.81,86.37,-4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1607.7
0,46,22,119344,317.95,96.81,-3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2588.76
0.18,8,4,4127,5.12,21.58,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,234.5
0.62,21,7,8343,51.54,85.84,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2008.09
0.78,5,0,239,4.25,23.29,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,322.47
0.18,20,8,937,4.6,16.6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,150.52
0.75,10,5,12943,92.96,64.97,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,9032.6
0,28,8,294921,396.95,52.01,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,5351.08
0.16,20,9,154740,392.1,92.66,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1390.64
0.22,6,0,30,5.49,11.32,-3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,96.59
0.65,9,4,329,5.65,24.31,-2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,335.91
0.31,45,0,18432,73.87,47.01,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1582.44
0.56,5,0,1410,7.67,10.53,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,303.65
0.3,21,13,6925,34.19,67.78,-2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,575.91
0.33,26,8,152305,144.37,50.31,-1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1144.98
0.46,27,12,514,6,10.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,225.46
0.18,24,11,19745,21.05,94.09,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,726.66
0.22,42,10,692,5.89,24.42,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,273.84
0.47,38,22,143434,348.95,71.34,-3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,3888.39
0,12,7,11887,46.57,34.87,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,440.66
0.38,26,14,0,3067.63,50.91,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,7763.6
0.42,10,4,62,4.59,12.18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,155.72
0.22,22,12,1220,5.95,14.17,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,187.75
0.25,18,11,66721,185.99,30.27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,476.99
0.36,12,0,45103,35.06,30.71,-3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,360.72
0.21,3,3,44,4.84,14.02,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,142.29
0.66,38,25,58652,474.81,47.75,-1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4212.55
0.9,12,6,279,6.89,16.72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,529.23
0.42,20,9,2047,3.13,15.34,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,195.92
0.38,36,9,15589,39.15,27.56,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,614.8
0.64,27,11,137731,293.77,83.08,4,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,3685.38
0.64,12,7,3918,3.23,16.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,261.76
0.36,13,6,390,6.8,17.98,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,200.26
0.88,21,6,127553,298.05,69.17,-2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,2866.97
0.55,21,16,1426,3.77,19.09,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,352.37
0.91,7,4,2655,17.33,10.03,-3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,266.23
0.91,14,8,427,4.28,23.63,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,520.5
0.24,10,4,231,6.14,19.44,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,205.43
0.36,28,17,1095960,2243.75,44.06,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,4790.63
0.81,26,19,2564,9.51,24.32,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2117.42
0,21,14,7310,3.29,39.3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,329.83
0.35,0,15,0,110.24,40.42,-1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,920.83
0.2,29,18,22618,12,65.09,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,600.01
0.28,35,0,73360,160.61,44.91,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,771.03
0.71,22,8,1048,6,23.91,-4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,617.23
0,0,11,4550,6.21,15.99,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,423.12
0.23,7,5,17,4.7,19.67,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,159.76
0.86,13,6,299,3.72,15.3,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,289.43
0.26,26,10,0,195.68,87.88,-2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1433.97
0.31,42,0,1011,3.08,15.08,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,250.63
0,33,11,1254713,1395.54,48.92,4,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,7225.83
0.45,31,8,1624,4.92,19.52,3,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,380.32
0.01,28,11,2284,4.52,10.62,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,140.9
0.72,24,11,1275,12.49,22.42,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,460
0.4,5,4,29,4.85,18.46,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,174.97
0.08,3,2,8,3.59,21.04,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,149.39
0.05,16,7,541,6.13,20.1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,143.05
0,20,8,230254,380.46,62.85,-2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1375.53
0.84,15,6,0,18.72,19.75,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,476.83
0.84,33,24,4571789,42745.36,45.24,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1089125.7
0.41,31,8,903700,2372.38,74.6,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,7903.16
